,hash,date,files,deletions,insertions,lines,is_reverted,changes_in_30_days
1776,363e4cfb113caf93bc09a75c02a73244fe93bac7,2023-12-01 09:31:01+00:00,2,60,177,237,0,22
1781,cd05c8ea62a9559b08aa1a7443a9c21bb4d39934,2023-12-02 15:36:13+00:00,1,5,35,40,0,8
1789,ee44a0ec8f816f936d693d5058a7427a7de1bdc5,2023-12-04 12:29:08+00:00,1,9,9,18,0,1
1790,4e6c1ec9f593573c5a92df1655bd290216ca333c,2023-12-04 13:19:17+00:00,2,2,17,19,0,0
1794,3d1414eefc7de46a561c9fe3187c010ef303b378,2023-12-05 02:46:46+00:00,3,23,59,82,0,48
1801,63806e64aaed327133233bae2c7062eb0d4d2645,2023-12-06 10:01:19+00:00,46,107,2999,3106,0,177
1802,362e64ef2d6a102175b587b0acc255d01488b666,2023-12-06 10:19:25+00:00,3,0,20,20,0,1
1803,2ca2ed61f762a1d0b0f7e67ebd700ca75ba65f09,2023-12-06 10:50:06+00:00,10,1,272,273,0,5
1806,409ef8a2cb7af8c4ba5742e85dfbe9706b9f9bef,2023-12-07 02:36:07+00:00,5,41,63,104,0,21
1811,7b7fc8c800f684f24ea4061baa3fac701926df37,2023-12-08 02:29:31+00:00,12,2,285,287,0,14
1812,6098ca93fbaaadf884a5f76134ab266176b719d1,2023-12-08 04:58:11+00:00,1,4,6,10,0,2
1813,f1211bf565e96728699143dbe5ac57368386b1b7,2023-12-08 07:52:43+00:00,1,1,1,2,0,0
1815,6e82f1c46ee60f3e66dfc94e0ad1ddc0429e5d44,2023-12-08 08:22:16+00:00,4,30,32,62,0,44
1816,7506094a8150d402323385c4e006a6f99ead102d,2023-12-08 09:54:05+00:00,8,158,266,424,0,9
1817,9a935d8cb873411dac7d94ab31ba5a1853fe3548,2023-12-08 11:46:01+00:00,1,7,7,14,0,2
1818,567d230ee97995b516e175b379a01e0f70b5d062,2023-12-08 12:32:00+00:00,19,41,206,247,0,31
1819,cf6ea6af47a46239ad74c9877864dc1483d1e970,2023-12-12 02:51:10+00:00,1,1,0,1,0,3
1821,7648f51dd94ea24948f60e4c5e97620cb592369b,2023-12-12 03:14:53+00:00,1,2,2,4,0,0
1822,2276608c9424ccd2ce8b4ca97188eb14b3c1b6d4,2023-12-12 03:25:21+00:00,7,128,162,290,0,26
1823,be872b73c4c494ee64acb317632a915eb8c2fc80,2023-12-12 06:50:06+00:00,1,3,11,14,0,1
1824,0ed519bc03143a861f3915bfab2808a09c8832a2,2023-12-12 06:58:42+00:00,1,3,3,6,0,0
1825,fc673547c9708a4cad118776b859dbc9d72c3694,2023-12-12 10:53:49+00:00,2,1,17,18,0,58
1828,ada37cc08fb8c64fa2384ab03f156ab7319b0750,2023-12-12 12:24:23+00:00,1,0,38,38,0,0
1829,f47866c568916644a9afd06cd3e2ab4f5158b00f,2023-12-12 13:21:04+00:00,4,13,24,37,0,15
1835,efced5032842ee5cec571860e9214a464d5e8d33,2023-12-13 09:31:59+00:00,20,107,306,413,0,24
1836,41fd3c9cfe2a5d6c323fb430e1aa4dbcc95aac4e,2023-12-13 16:01:18+00:00,3,17,55,72,0,24
1837,ef8ea2f5dafaa38a9fa1189d3674b97b0eab3a75,2023-12-14 01:35:03+00:00,19,98,19,117,0,34
1839,fb014c1e9a45df237c05797312063a99a5135699,2023-12-14 04:52:47+00:00,2,2,2,4,0,6
1840,b9d919aeed2353789fc5bc52257d4e0c85ec4715,2023-12-14 06:45:30+00:00,2,9,14,23,0,2
1841,8ad32e1a674988de79d44e576c39088303b37fad,2023-12-14 06:55:51+00:00,23,289,88,377,0,60
1843,e854e7424d18c5558731af65c54a59cacc9b0b2e,2023-12-14 08:03:39+00:00,19,638,112,750,0,4
1845,4237bb3f27f46c248c24eb855448b6d3cc282b50,2023-12-14 08:41:14+00:00,2,0,30,30,0,1
1846,802a2a04299daaeb9a393834a442f1ab6afc2182,2023-12-14 08:44:05+00:00,17,38,204,242,0,76
1847,9ae7b02ba1215865c4e3bd4a07638473f28615ce,2023-12-14 13:47:58+00:00,10,56,455,511,0,28
1850,7313dafb200d8b46465ba6b1b82d95417dd6cd85,2023-12-14 14:38:26+00:00,3,4,26,30,0,0
1854,eed44b2d2aa9f2174f898be0c4e459e17b0bd883,2023-12-15 02:49:56+00:00,5,33,55,88,0,22
1856,013e642c96701da140d9c26d8deb12723b63124b,2023-12-15 09:57:29+00:00,2,7,12,19,0,6
1858,35fc5fbcc941205099498932b5e683102d2945ad,2023-12-18 05:37:15+00:00,2,0,18,18,0,2
1861,5df34e566f21c315e63d44860b7f51c56cdb4a18,2023-12-18 05:49:48+00:00,5,5,5,10,0,0
1862,ad34577c1766fa2cf04f931cf6cc25f2e1a50a0c,2023-12-18 07:23:32+00:00,5,22,28,50,0,6
1863,8d64439449209e5024c8af9215432b92808e4182,2023-12-18 07:24:31+00:00,4,21,151,172,0,0
1864,5b17628332e3f5e71e424b9df513ee169d4d71cf,2023-12-18 07:29:31+00:00,1,20,22,42,0,20
1865,fda26caecc24c3818d5059e254e15ebc640e10c1,2023-12-18 07:30:21+00:00,2,10,16,26,0,2
1868,e39632abf545492a4b96a98942b8a0949bd41767,2023-12-18 12:34:53+00:00,32,524,785,1309,0,368
1869,321d05f50a9d07b6b570d4388c6ccd2bb3a11c82,2023-12-18 12:45:57+00:00,5,6,29,35,0,8
1870,b0c15f8634bdf2bf93fee8d0f3e6461974c6ba63,2023-12-18 12:53:34+00:00,1,1,1,2,0,1
1871,c10bc6ad1bec30ac9b1eb78c51509fdfc6204a2d,2023-12-18 15:34:41+00:00,15,85,144,229,0,15
1872,3c9356052498c99a1331aaef959bd031d86c8438,2023-12-18 16:59:43+00:00,1,0,5,5,0,0
1877,c66e3a0be58fa29cf8fdb73008818f363fc256bc,2023-12-19 02:31:54+00:00,5,17,17,34,0,0
1878,c5d075eb5be8f8ed36bcf85d7aae9f8c4f3e27a3,2023-12-19 02:38:23+00:00,1,2,0,2,0,4
1879,2828771702193bed3b3d7afbf829f3e614c20b2c,2023-12-19 05:01:47+00:00,3,37,66,103,0,66
1880,b434a4faff7f3dd21c56f685abb1908c1163f4de,2023-12-19 06:24:31+00:00,3,1,23,24,0,1
1881,0ab31e155d594ead34af4a7eb2177a67ec7f005c,2023-12-19 06:38:23+00:00,1,3,3,6,0,4
1883,05df3ae220d0ab42310f884cfdbc427f93693bd1,2023-12-19 07:13:42+00:00,2,30,39,69,0,18
1884,0eb758f0142fecf0246d52ee560771e306be154e,2023-12-19 11:47:12+00:00,1,0,19,19,0,0
1885,40fe6fb7de804cf199e21c73c945cbc79020188e,2023-12-19 14:04:11+00:00,1,1,1,2,0,0
1886,e8413760707dd1fd04a1eff3fac9ea7469d9c7e6,2023-12-19 17:06:56+00:00,2,10,37,47,0,4
1892,f079d1733041f341afb8fbf4f15b66b51cb4980d,2023-12-20 04:33:09+00:00,5,13,304,317,0,25
1894,580bde10cf7ed4b1a02e5844b072d84efb58ebee,2023-12-20 08:42:18+00:00,5,23,271,294,0,35
1914,11e87b67e123d56e5afe3200790700eced5bfee7,2023-12-22 06:48:14+00:00,12,56,87,143,0,31
1915,c656f19923eb873f5883d8bc359ac259053413c0,2023-12-22 06:48:34+00:00,10,39,133,172,0,71
1925,8d9ab4861cabdfe6e5c39730594911781f6f7287,2023-12-25 05:13:41+00:00,40,218,958,1176,0,201
1996,feea66a6fced4e21e12bbe20f775561bf47bf186,2024-01-03 13:12:48+00:00,135,1342,2591,3933,0,752
2028,488e08ac50285e0efbeb6588184cd598be0b48fd,2024-01-09 04:05:32+00:00,3,45,50,95,0,12
2029,4e0f034a0129e9800b572fa5fda4453130733d07,2024-01-09 04:44:12+00:00,2,323,5,328,0,0
2031,efa27e63fc5c85714a5ba8dc2b9420072465d979,2024-01-09 12:26:31+00:00,5,14,27,41,0,48
2131,aac9d3bc26d18b4f60a760729711c7805906fbec,2024-01-24 06:22:16+00:00,1,13,22,35,0,53
2304,b19445c911ab8b1462d2bcc1298ebc21a84391a4,2024-02-21 03:33:19+00:00,15,68,212,280,0,26
